id,province,adl_katz_score,net_family_income_cad,has_dtc,is_veteran,sensitivity_case,private_pay_annual_cad,out_of_pocket_before_credits_annual_cad,metc_qualifying_amount_cad,metc_federal_value_cad,metc_provincial_value_cad,metc_credit_value_cad,dtc_credit_value_cad,ccc_credit_value_cad,vac_vip_credit_value_cad,total_credits_value_cad,out_of_pocket_after_credits_annual_cad,effective_credit_fraction_of_oop
167,BC,4,50000,True,False,dtc_only,50398.52,18864.25,17364.25,2604.64,878.63,3483.27,1957.86,0.0,0.0,5441.13,13423.12,0.2884
168,BC,4,50000,True,True,dtc_and_vip,50398.52,18864.25,17364.25,2604.64,878.63,3483.27,1957.86,0.0,12396.0,17837.13,1027.12,0.9456
169,BC,4,75000,False,False,baseline,50398.52,18864.25,16614.25,2492.14,840.68,3332.82,0.0,0.0,0.0,3332.82,15531.43,0.1767
170,BC,4,75000,False,True,vip_only,50398.52,18864.25,16614.25,2492.14,840.68,3332.82,0.0,0.0,12396.0,15728.82,3135.43,0.8338
171,BC,4,75000,True,False,dtc_only,50398.52,18864.25,16614.25,2492.14,840.68,3332.82,1957.86,0.0,0.0,5290.68,13573.57,0.2805
172,BC,4,75000,True,True,dtc_and_vip,50398.52,18864.25,16614.25,2492.14,840.68,3332.82,1957.86,0.0,12396.0,17686.68,1177.57,0.9376
173,BC,4,100000,False,False,baseline,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,0.0,0.0,0.0,3238.51,15625.74,0.1717
174,BC,4,100000,False,True,vip_only,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,0.0,0.0,12396.0,15634.51,3229.74,0.8288
175,BC,4,100000,True,False,dtc_only,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,1957.86,0.0,0.0,5196.36,13667.89,0.2755
176,BC,4,100000,True,True,dtc_and_vip,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,1957.86,0.0,12396.0,17592.36,1271.89,0.9326
177,BC,4,150000,False,False,baseline,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,0.0,0.0,0.0,3238.51,15625.74,0.1717
178,BC,4,150000,False,True,vip_only,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,0.0,0.0,12396.0,15634.51,3229.74,0.8288
179,BC,4,150000,True,False,dtc_only,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,1957.86,0.0,0.0,5196.36,13667.89,0.2755
180,BC,4,150000,True,True,dtc_and_vip,50398.52,18864.25,16105.25,2415.79,822.72,3238.51,1957.86,0.0,12396.0,17592.36,1271.89,0.9326
181,BC,5,25000,False,False,baseline,33336.23,33336.23,32586.23,4887.93,1648.86,6536.8,0.0,0.0,0.0,6536.8,26799.43,0.1961
182,BC,5,25000,False,True,vip_only,33336.23,33336.23,32586.23,4887.93,1648.86,6536.8,0.0,0.0,12396.0,18932.8,14403.43,0.5679
183,BC,5,25000,True,False,dtc_only,33336.23,33336.23,32586.23,4887.93,1648.86,6536.8,1957.86,0.0,0.0,8494.65,24841.58,0.2548
184,BC,5,25000,True,True,dtc_and_vip,33336.23,33336.23,32586.23,4887.93,1648.86,6536.8,1957.86,0.0,12396.0,20890.65,12445.58,0.6267
185,BC,5,50000,False,False,baseline,33336.23,33336.23,31836.23,4775.43,1610.91,6386.35,0.0,0.0,0.0,6386.35,26949.88,0.1916
186,BC,5,50000,False,True,vip_only,33336.23,33336.23,31836.23,4775.43,1610.91,6386.35,0.0,0.0,12396.0,18782.35,14553.88,0.5634
187,BC,5,50000,True,False,dtc_only,33336.23,33336.23,31836.23,4775.43,1610.91,6386.35,1957.86,0.0,0.0,8344.2,24992.03,0.2503
188,BC,5,50000,True,True,dtc_and_vip,33336.23,33336.23,31836.23,4775.43,1610.91,6386.35,1957.86,0.0,12396.0,20740.2,12596.03,0.6222
189,BC,5,75000,False,False,baseline,33336.23,33336.23,31086.23,4662.93,1572.96,6235.9,0.0,0.0,0.0,6235.9,27100.33,0.1871
190,BC,5,75000,False,True,vip_only,33336.23,33336.23,31086.23,4662.93,1572.96,6235.9,0.0,0.0,12396.0,18631.9,14704.33,0.5589
191,BC,5,75000,True,False,dtc_only,33336.23,33336.23,31086.23,4662.93,1572.96,6235.9,1957.86,0.0,0.0,8193.75,25142.48,0.2458
192,BC,5,75000,True,True,dtc_and_vip,33336.23,33336.23,31086.23,4662.93,1572.96,6235.9,1957.86,0.0,12396.0,20589.75,12746.48,0.6176
193,BC,5,100000,False,False,baseline,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,0.0,0.0,0.0,6141.58,27194.65,0.1842
194,BC,5,100000,False,True,vip_only,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,0.0,0.0,12396.0,18537.58,14798.65,0.5561
195,BC,5,100000,True,False,dtc_only,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,1957.86,0.0,0.0,8099.44,25236.79,0.243
196,BC,5,100000,True,True,dtc_and_vip,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,1957.86,0.0,12396.0,20495.44,12840.79,0.6148
197,BC,5,150000,False,False,baseline,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,0.0,0.0,0.0,6141.58,27194.65,0.1842
198,BC,5,150000,False,True,vip_only,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,0.0,0.0,12396.0,18537.58,14798.65,0.5561
199,BC,5,150000,True,False,dtc_only,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,1957.86,0.0,0.0,8099.44,25236.79,0.243
200,BC,5,150000,True,True,dtc_and_vip,33336.23,33336.23,30577.23,4586.58,1555.0,6141.58,1957.86,0.0,12396.0,20495.44,12840.79,0.6148
201,MB,1,25000,False,False,baseline,84654.5,35382.2,34632.2,5194.83,3740.28,8935.11,0.0,597.52,0.0,9532.63,25849.57,0.2694
202,MB,1,25000,False,True,vip_only,84654.5,35382.2,34632.2,5194.83,3740.28,8935.11,0.0,597.52,12396.0,21928.63,13453.57,0.6198
203,MB,1,25000,True,False,dtc_only,84654.5,35382.2,34632.2,5194.83,3740.28,8935.11,2148.24,597.52,0.0,11680.87,23701.33,0.3301
204,MB,1,25000,True,True,dtc_and_vip,84654.5,35382.2,34632.2,5194.83,3740.28,8935.11,2148.24,597.52,12396.0,24076.87,11305.33,0.6805
205,MB,1,50000,False,False,baseline,84654.5,35382.2,33882.2,5082.33,3659.28,8741.61,0.0,0.0,0.0,8741.61,26640.59,0.2471
206,MB,1,50000,False,True,vip_only,84654.5,35382.2,33882.2,5082.33,3659.28,8741.61,0.0,0.0,12396.0,21137.61,14244.59,0.5974
207,MB,1,50000,True,False,dtc_only,84654.5,35382.2,33882.2,5082.33,3659.28,8741.61,2148.24,0.0,0.0,10889.85,24492.35,0.3078
208,MB,1,50000,True,True,dtc_and_vip,84654.5,35382.2,33882.2,5082.33,3659.28,8741.61,2148.24,0.0,12396.0,23285.85,12096.35,0.6581
209,MB,1,75000,False,False,baseline,84654.5,35382.2,33132.2,4969.83,3634.65,8604.48,0.0,0.0,0.0,8604.48,26777.72,0.2432
210,MB,1,75000,False,True,vip_only,84654.5,35382.2,33132.2,4969.83,3634.65,8604.48,0.0,0.0,12396.0,21000.48,14381.72,0.5935
211,MB,1,75000,True,False,dtc_only,84654.5,35382.2,33132.2,4969.83,3634.65,8604.48,2148.24,0.0,0.0,10752.72,24629.48,0.3039
212,MB,1,75000,True,True,dtc_and_vip,84654.5,35382.2,33132.2,4969.83,3634.65,8604.48,2148.24,0.0,12396.0,23148.72,12233.48,0.6542
213,MB,1,100000,False,False,baseline,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,0.0,0.0,0.0,8528.13,26854.07,0.241
214,MB,1,100000,False,True,vip_only,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,0.0,0.0,12396.0,20924.13,14458.07,0.5914
215,MB,1,100000,True,False,dtc_only,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,2148.24,0.0,0.0,10676.37,24705.83,0.3017
216,MB,1,100000,True,True,dtc_and_vip,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,2148.24,0.0,12396.0,23072.37,12309.83,0.6521
217,MB,1,150000,False,False,baseline,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,0.0,0.0,0.0,8528.13,26854.07,0.241
218,MB,1,150000,False,True,vip_only,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,0.0,0.0,12396.0,20924.13,14458.07,0.5914
219,MB,1,150000,True,False,dtc_only,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,2148.24,0.0,0.0,10676.37,24705.83,0.3017
220,MB,1,150000,True,True,dtc_and_vip,84654.5,35382.2,32623.2,4893.48,3634.65,8528.13,2148.24,0.0,12396.0,23072.37,12309.83,0.6521
221,MB,2,25000,False,False,baseline,70435.93,31018.09,30268.09,4540.21,3268.95,7809.17,0.0,597.52,0.0,8406.69,22611.4,0.271
222,MB,2,25000,False,True,vip_only,70435.93,31018.09,30268.09,4540.21,3268.95,7809.17,0.0,597.52,12396.0,20802.69,10215.4,0.6707
223,MB,2,25000,True,False,dtc_only,70435.93,31018.09,30268.09,4540.21,3268.95,7809.17,2148.24,597.52,0.0,10554.93,20463.16,0.3403
224,MB,2,25000,True,True,dtc_and_vip,70435.93,31018.09,30268.09,4540.21,3268.95,7809.17,2148.24,597.52,12396.0,22950.93,8067.16,0.7399
225,MB,2,50000,False,False,baseline,70435.93,31018.09,29518.09,4427.71,3187.95,7615.67,0.0,0.0,0.0,7615.67,23402.42,0.2455
226,MB,2,50000,False,True,vip_only,70435.93,31018.09,29518.09,4427.71,3187.95,7615.67,0.0,0.0,12396.0,20011.67,11006.42,0.6452
227,MB,2,50000,True,False,dtc_only,70435.93,31018.09,29518.09,4427.71,3187.95,7615.67,2148.24,0.0,0.0,9763.91,21254.18,0.3148
228,MB,2,50000,True,True,dtc_and_vip,70435.93,31018.09,29518.09,4427.71,3187.95,7615.67,2148.24,0.0,12396.0,22159.91,8858.18,0.7144
229,MB,2,75000,False,False,baseline,70435.93,31018.09,28768.09,4315.21,3163.33,7478.54,0.0,0.0,0.0,7478.54,23539.55,0.2411
230,MB,2,75000,False,True,vip_only,70435.93,31018.09,28768.09,4315.21,3163.33,7478.54,0.0,0.0,12396.0,19874.54,11143.55,0.6407
231,MB,2,75000,True,False,dtc_only,70435.93,31018.09,28768.09,4315.21,3163.33,7478.54,2148.24,0.0,0.0,9626.78,21391.31,0.3104
232,MB,2,75000,True,True,dtc_and_vip,70435.93,31018.09,28768.09,4315.21,3163.33,7478.54,2148.24,0.0,12396.0,22022.78,8995.31,0.71
233,MB,2,100000,False,False,baseline,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,0.0,0.0,0.0,7402.19,23615.9,0.2386
234,MB,2,100000,False,True,vip_only,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,0.0,0.0,12396.0,19798.19,11219.9,0.6383
235,MB,2,100000,True,False,dtc_only,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,2148.24,0.0,0.0,9550.43,21467.66,0.3079
236,MB,2,100000,True,True,dtc_and_vip,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,2148.24,0.0,12396.0,21946.43,9071.66,0.7075
237,MB,2,150000,False,False,baseline,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,0.0,0.0,0.0,7402.19,23615.9,0.2386
238,MB,2,150000,False,True,vip_only,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,0.0,0.0,12396.0,19798.19,11219.9,0.6383
239,MB,2,150000,True,False,dtc_only,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,2148.24,0.0,0.0,9550.43,21467.66,0.3079
240,MB,2,150000,True,True,dtc_and_vip,70435.93,31018.09,28259.09,4238.86,3163.33,7402.19,2148.24,0.0,12396.0,21946.43,9071.66,0.7075
241,MB,3,25000,False,False,baseline,56217.35,26653.97,25903.97,3885.6,2797.63,6683.22,0.0,597.52,0.0,7280.74,19373.23,0.2732
242,MB,3,25000,False,True,vip_only,56217.35,26653.97,25903.97,3885.6,2797.63,6683.22,0.0,597.52,12396.0,19676.74,6977.23,0.7382
243,MB,3,25000,True,False,dtc_only,56217.35,26653.97,25903.97,3885.6,2797.63,6683.22,2148.24,597.52,0.0,9428.98,17224.99,0.3538
244,MB,3,25000,True,True,dtc_and_vip,56217.35,26653.97,25903.97,3885.6,2797.63,6683.22,2148.24,597.52,12396.0,21824.98,4828.99,0.8188
245,MB,3,50000,False,False,baseline,56217.35,26653.97,25153.97,3773.1,2716.63,6489.72,0.0,0.0,0.0,6489.72,20164.25,0.2435
246,MB,3,50000,False,True,vip_only,56217.35,26653.97,25153.97,3773.1,2716.63,6489.72,0.0,0.0,12396.0,18885.72,7768.25,0.7086
247,MB,3,50000,True,False,dtc_only,56217.35,26653.97,25153.97,3773.1,2716.63,6489.72,2148.24,0.0,0.0,8637.96,18016.01,0.3241
248,MB,3,50000,True,True,dtc_and_vip,56217.35,26653.97,25153.97,3773.1,2716.63,6489.72,2148.24,0.0,12396.0,21033.96,5620.01,0.7891
249,MB,3,75000,False,False,baseline,56217.35,26653.97,24403.97,3660.6,2692.0,6352.6,0.0,0.0,0.0,6352.6,20301.37,0.2383
250,MB,3,75000,False,True,vip_only,56217.35,26653.97,24403.97,3660.6,2692.0,6352.6,0.0,0.0,12396.0,18748.6,7905.37,0.7034
251,MB,3,75000,True,False,dtc_only,56217.35,26653.97,24403.97,3660.6,2692.0,6352.6,2148.24,0.0,0.0,8500.84,18153.13,0.3189
252,MB,3,75000,True,True,dtc_and_vip,56217.35,26653.97,24403.97,3660.6,2692.0,6352.6,2148.24,0.0,12396.0,20896.84,5757.13,0.784
253,MB,3,100000,False,False,baseline,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,0.0,0.0,0.0,6276.25,20377.72,0.2355
254,MB,3,100000,False,True,vip_only,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,0.0,0.0,12396.0,18672.25,7981.72,0.7005
255,MB,3,100000,True,False,dtc_only,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,2148.24,0.0,0.0,8424.49,18229.48,0.3161
256,MB,3,100000,True,True,dtc_and_vip,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,2148.24,0.0,12396.0,20820.49,5833.48,0.7811
257,MB,3,150000,False,False,baseline,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,0.0,0.0,0.0,6276.25,20377.72,0.2355
258,MB,3,150000,False,True,vip_only,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,0.0,0.0,12396.0,18672.25,7981.72,0.7005
259,MB,3,150000,True,False,dtc_only,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,2148.24,0.0,0.0,8424.49,18229.48,0.3161
260,MB,3,150000,True,True,dtc_and_vip,56217.35,26653.97,23894.97,3584.25,2692.0,6276.25,2148.24,0.0,12396.0,20820.49,5833.48,0.7811
261,MB,4,25000,False,False,baseline,41998.77,22289.85,21539.85,3230.98,2326.3,5557.28,0.0,597.52,0.0,6154.8,16135.05,0.2761
262,MB,4,25000,False,True,vip_only,41998.77,22289.85,21539.85,3230.98,2326.3,5557.28,0.0,597.52,12396.0,18550.8,3739.05,0.8323
263,MB,4,25000,True,False,dtc_only,41998.77,22289.85,21539.85,3230.98,2326.3,5557.28,2148.24,597.52,0.0,8303.04,13986.81,0.3725
264,MB,4,25000,True,True,dtc_and_vip,41998.77,22289.85,21539.85,3230.98,2326.3,5557.28,2148.24,597.52,12396.0,20699.04,1590.81,0.9286
265,MB,4,50000,False,False,baseline,41998.77,22289.85,20789.85,3118.48,2245.3,5363.78,0.0,0.0,0.0,5363.78,16926.07,0.2406
266,MB,4,50000,False,True,vip_only,41998.77,22289.85,20789.85,3118.48,2245.3,5363.78,0.0,0.0,12396.0,17759.78,4530.07,0.7968
267,MB,4,50000,True,False,dtc_only,41998.77,22289.85,20789.85,3118.48,2245.3,5363.78,2148.24,0.0,0.0,7512.02,14777.83,0.337
268,MB,4,50000,True,True,dtc_and_vip,41998.77,22289.85,20789.85,3118.48,2245.3,5363.78,2148.24,0.0,12396.0,19908.02,2381.83,0.8931
269,MB,4,75000,False,False,baseline,41998.77,22289.85,20039.85,3005.98,2220.68,5226.66,0.0,0.0,0.0,5226.66,17063.19,0.2345
270,MB,4,75000,False,True,vip_only,41998.77,22289.85,20039.85,3005.98,2220.68,5226.66,0.0,0.0,12396.0,17622.66,4667.19,0.7906
271,MB,4,75000,True,False,dtc_only,41998.77,22289.85,20039.85,3005.98,2220.68,5226.66,2148.24,0.0,0.0,7374.9,14914.95,0.3309
272,MB,4,75000,True,True,dtc_and_vip,41998.77,22289.85,20039.85,3005.98,2220.68,5226.66,2148.24,0.0,12396.0,19770.9,2518.95,0.887
273,MB,4,100000,False,False,baseline,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,0.0,0.0,0.0,5150.31,17139.54,0.2311
274,MB,4,100000,False,True,vip_only,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,0.0,0.0,12396.0,17546.31,4743.54,0.7872
275,MB,4,100000,True,False,dtc_only,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,2148.24,0.0,0.0,7298.55,14991.3,0.3274
276,MB,4,100000,True,True,dtc_and_vip,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,2148.24,0.0,12396.0,19694.55,2595.3,0.8836
277,MB,4,150000,False,False,baseline,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,0.0,0.0,0.0,5150.31,17139.54,0.2311
278,MB,4,150000,False,True,vip_only,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,0.0,0.0,12396.0,17546.31,4743.54,0.7872
279,MB,4,150000,True,False,dtc_only,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,2148.24,0.0,0.0,7298.55,14991.3,0.3274
280,MB,4,150000,True,True,dtc_and_vip,41998.77,22289.85,19530.85,2929.63,2220.68,5150.31,2148.24,0.0,12396.0,19694.55,2595.3,0.8836
281,MB,5,25000,False,False,baseline,27780.19,27780.19,27030.19,4054.53,2919.26,6973.79,0.0,0.0,0.0,6973.79,20806.4,0.251
282,MB,5,25000,False,True,vip_only,27780.19,27780.19,27030.19,4054.53,2919.26,6973.79,0.0,0.0,12396.0,19369.79,8410.4,0.6973
283,MB,5,25000,True,False,dtc_only,27780.19,27780.19,27030.19,4054.53,2919.26,6973.79,2148.24,0.0,0.0,9122.03,18658.16,0.3284
284,MB,5,25000,True,True,dtc_and_vip,27780.19,27780.19,27030.19,4054.53,2919.26,6973.79,2148.24,0.0,12396.0,21518.03,6262.16,0.7746
285,MB,5,50000,False,False,baseline,27780.19,27780.19,26280.19,3942.03,2838.26,6780.29,0.0,0.0,0.0,6780.29,20999.9,0.2441
286,MB,5,50000,False,True,vip_only,27780.19,27780.19,26280.19,3942.03,2838.26,6780.29,0.0,0.0,12396.0,19176.29,8603.9,0.6903
287,MB,5,50000,True,False,dtc_only,27780.19,27780.19,26280.19,3942.03,2838.26,6780.29,2148.24,0.0,0.0,8928.53,18851.66,0.3214
288,MB,5,50000,True,True,dtc_and_vip,27780.19,27780.19,26280.19,3942.03,2838.26,6780.29,2148.24,0.0,12396.0,21324.53,6455.66,0.7676
289,MB,5,75000,False,False,baseline,27780.19,27780.19,25530.19,3829.53,2813.64,6643.17,0.0,0.0,0.0,6643.17,21137.02,0.2391
290,MB,5,75000,False,True,vip_only,27780.19,27780.19,25530.19,3829.53,2813.64,6643.17,0.0,0.0,12396.0,19039.17,8741.02,0.6854
291,MB,5,75000,True,False,dtc_only,27780.19,27780.19,25530.19,3829.53,2813.64,6643.17,2148.24,0.0,0.0,8791.41,18988.78,0.3165
292,MB,5,75000,True,True,dtc_and_vip,27780.19,27780.19,25530.19,3829.53,2813.64,6643.17,2148.24,0.0,12396.0,21187.41,6592.78,0.7627
293,MB,5,100000,False,False,baseline,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,0.0,0.0,0.0,6566.82,21213.37,0.2364
294,MB,5,100000,False,True,vip_only,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,0.0,0.0,12396.0,18962.82,8817.37,0.6826
295,MB,5,100000,True,False,dtc_only,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,2148.24,0.0,0.0,8715.06,19065.13,0.3137
296,MB,5,100000,True,True,dtc_and_vip,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,2148.24,0.0,12396.0,21111.06,6669.13,0.7599
297,MB,5,150000,False,False,baseline,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,0.0,0.0,0.0,6566.82,21213.37,0.2364
298,MB,5,150000,False,True,vip_only,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,0.0,0.0,12396.0,18962.82,8817.37,0.6826
299,MB,5,150000,True,False,dtc_only,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,2148.24,0.0,0.0,8715.06,19065.13,0.3137
300,MB,5,150000,True,True,dtc_and_vip,27780.19,27780.19,25021.19,3753.18,2813.64,6566.82,2148.24,0.0,12396.0,21111.06,6669.13,0.7599
301,NB,1,25000,False,False,baseline,77529.05,25738.39,24988.39,3748.26,2348.91,6097.17,0.0,633.53,0.0,6730.7,19007.69,0.2615
302,NB,1,25000,False,True,vip_only,77529.05,25738.39,24988.39,3748.26,2348.91,6097.17,0.0,633.53,12396.0,19126.7,6611.69,0.7431
303,NB,1,25000,True,False,dtc_only,77529.05,25738.39,24988.39,3748.26,2348.91,6097.17,2284.69,633.53,0.0,9015.39,16723.0,0.3503
304,NB,1,25000,True,True,dtc_and_vip,77529.05,25738.39,24988.39,3748.26,2348.91,6097.17,2284.69,633.53,12396.0,21411.39,4327.0,0.8319
305,NB,1,50000,False,False,baseline,77529.05,25738.39,24238.39,3635.76,2278.41,5914.17,0.0,0.0,0.0,5914.17,19824.22,0.2298
306,NB,1,50000,False,True,vip_only,77529.05,25738.39,24238.39,3635.76,2278.41,5914.17,0.0,0.0,12396.0,18310.17,7428.22,0.7114
307,NB,1,50000,True,False,dtc_only,77529.05,25738.39,24238.39,3635.76,2278.41,5914.17,2284.69,0.0,0.0,8198.86,17539.53,0.3185
308,NB,1,50000,True,True,dtc_and_vip,77529.05,25738.39,24238.39,3635.76,2278.41,5914.17,2284.69,0.0,12396.0,20594.86,5143.53,0.8002
309,NB,1,75000,False,False,baseline,77529.05,25738.39,23488.39,3523.26,2207.91,5731.17,0.0,0.0,0.0,5731.17,20007.22,0.2227
310,NB,1,75000,False,True,vip_only,77529.05,25738.39,23488.39,3523.26,2207.91,5731.17,0.0,0.0,12396.0,18127.17,7611.22,0.7043
311,NB,1,75000,True,False,dtc_only,77529.05,25738.39,23488.39,3523.26,2207.91,5731.17,2284.69,0.0,0.0,8015.86,17722.53,0.3114
312,NB,1,75000,True,True,dtc_and_vip,77529.05,25738.39,23488.39,3523.26,2207.91,5731.17,2284.69,0.0,12396.0,20411.86,5326.53,0.7931
313,NB,1,100000,False,False,baseline,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,0.0,0.0,0.0,5645.98,20092.41,0.2194
314,NB,1,100000,False,True,vip_only,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,0.0,0.0,12396.0,18041.98,7696.41,0.701
315,NB,1,100000,True,False,dtc_only,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,2284.69,0.0,0.0,7930.67,17807.72,0.3081
316,NB,1,100000,True,True,dtc_and_vip,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,2284.69,0.0,12396.0,20326.67,5411.72,0.7897
317,NB,1,150000,False,False,baseline,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,0.0,0.0,0.0,5645.98,20092.41,0.2194
318,NB,1,150000,False,True,vip_only,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,0.0,0.0,12396.0,18041.98,7696.41,0.701
319,NB,1,150000,True,False,dtc_only,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,2284.69,0.0,0.0,7930.67,17807.72,0.3081
320,NB,1,150000,True,True,dtc_and_vip,77529.05,25738.39,22979.39,3446.91,2199.07,5645.98,2284.69,0.0,12396.0,20326.67,5411.72,0.7897
321,NB,2,25000,False,False,baseline,64570.18,24173.46,23423.46,3513.52,2201.81,5715.32,0.0,633.53,0.0,6348.86,17824.6,0.2626
322,NB,2,25000,False,True,vip_only,64570.18,24173.46,23423.46,3513.52,2201.81,5715.32,0.0,633.53,12396.0,18744.86,5428.6,0.7754
323,NB,2,25000,True,False,dtc_only,64570.18,24173.46,23423.46,3513.52,2201.81,5715.32,2284.69,633.53,0.0,8633.55,15539.91,0.3571
324,NB,2,25000,True,True,dtc_and_vip,64570.18,24173.46,23423.46,3513.52,2201.81,5715.32,2284.69,633.53,12396.0,21029.55,3143.91,0.8699
325,NB,2,50000,False,False,baseline,64570.18,24173.46,22673.46,3401.02,2131.31,5532.32,0.0,0.0,0.0,5532.32,18641.14,0.2289
326,NB,2,50000,False,True,vip_only,64570.18,24173.46,22673.46,3401.02,2131.31,5532.32,0.0,0.0,12396.0,17928.32,6245.14,0.7417
327,NB,2,50000,True,False,dtc_only,64570.18,24173.46,22673.46,3401.02,2131.31,5532.32,2284.69,0.0,0.0,7817.01,16356.45,0.3234
328,NB,2,50000,True,True,dtc_and_vip,64570.18,24173.46,22673.46,3401.02,2131.31,5532.32,2284.69,0.0,12396.0,20213.01,3960.45,0.8362
329,NB,2,75000,False,False,baseline,64570.18,24173.46,21923.46,3288.52,2060.81,5349.32,0.0,0.0,0.0,5349.32,18824.14,0.2213
330,NB,2,75000,False,True,vip_only,64570.18,24173.46,21923.46,3288.52,2060.81,5349.32,0.0,0.0,12396.0,17745.32,6428.14,0.7341
331,NB,2,75000,True,False,dtc_only,64570.18,24173.46,21923.46,3288.52,2060.81,5349.32,2284.69,0.0,0.0,7634.01,16539.45,0.3158
332,NB,2,75000,True,True,dtc_and_vip,64570.18,24173.46,21923.46,3288.52,2060.81,5349.32,2284.69,0.0,12396.0,20030.01,4143.45,0.8286
333,NB,2,100000,False,False,baseline,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,0.0,0.0,0.0,5264.14,18909.32,0.2178
334,NB,2,100000,False,True,vip_only,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,0.0,0.0,12396.0,17660.14,6513.32,0.7306
335,NB,2,100000,True,False,dtc_only,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,2284.69,0.0,0.0,7548.83,16624.63,0.3123
336,NB,2,100000,True,True,dtc_and_vip,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,2284.69,0.0,12396.0,19944.83,4228.63,0.8251
337,NB,2,150000,False,False,baseline,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,0.0,0.0,0.0,5264.14,18909.32,0.2178
338,NB,2,150000,False,True,vip_only,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,0.0,0.0,12396.0,17660.14,6513.32,0.7306
339,NB,2,150000,True,False,dtc_only,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,2284.69,0.0,0.0,7548.83,16624.63,0.3123
340,NB,2,150000,True,True,dtc_and_vip,64570.18,24173.46,21414.46,3212.17,2051.97,5264.14,2284.69,0.0,12396.0,19944.83,4228.63,0.8251
341,NB,3,25000,False,False,baseline,51611.3,22460.56,21710.56,3256.58,2040.79,5297.38,0.0,633.53,0.0,5930.91,16529.65,0.2641
342,NB,3,25000,False,True,vip_only,51611.3,22460.56,21710.56,3256.58,2040.79,5297.38,0.0,633.53,12396.0,18326.91,4133.65,0.816
343,NB,3,25000,True,False,dtc_only,51611.3,22460.56,21710.56,3256.58,2040.79,5297.38,2284.69,633.53,0.0,8215.6,14244.96,0.3658
