id,province,adl_katz_score,net_family_income_cad,has_dtc,is_veteran,sensitivity_case,private_pay_annual_cad,out_of_pocket_before_credits_annual_cad,metc_qualifying_amount_cad,metc_federal_value_cad,metc_provincial_value_cad,metc_credit_value_cad,dtc_credit_value_cad,ccc_credit_value_cad,vac_vip_credit_value_cad,total_credits_value_cad,out_of_pocket_after_credits_annual_cad,effective_credit_fraction_of_oop
521,NS,2,25000,False,False,baseline,66071.81,20647.44,19897.44,2984.62,1748.98,4733.6,0.0,612.48,0.0,5346.08,15301.36,0.2589
522,NS,2,25000,False,True,vip_only,66071.81,20647.44,19897.44,2984.62,1748.98,4733.6,0.0,612.48,12396.0,17742.08,2905.36,0.8593
523,NS,2,25000,True,False,dtc_only,66071.81,20647.44,19897.44,2984.62,1748.98,4733.6,2126.07,612.48,0.0,7472.15,13175.29,0.3619
524,NS,2,25000,True,True,dtc_and_vip,66071.81,20647.44,19897.44,2984.62,1748.98,4733.6,2126.07,612.48,12396.0,19868.15,779.29,0.9623
525,NS,2,50000,False,False,baseline,66071.81,20647.44,19147.44,2872.12,1683.06,4555.18,0.0,0.0,0.0,4555.18,16092.26,0.2206
526,NS,2,50000,False,True,vip_only,66071.81,20647.44,19147.44,2872.12,1683.06,4555.18,0.0,0.0,12396.0,16951.18,3696.26,0.821
527,NS,2,50000,True,False,dtc_only,66071.81,20647.44,19147.44,2872.12,1683.06,4555.18,2126.07,0.0,0.0,6681.25,13966.19,0.3236
528,NS,2,50000,True,True,dtc_and_vip,66071.81,20647.44,19147.44,2872.12,1683.06,4555.18,2126.07,0.0,12396.0,19077.25,1570.19,0.924
529,NS,2,75000,False,False,baseline,66071.81,20647.44,18397.44,2759.62,1671.02,4430.63,0.0,0.0,0.0,4430.63,16216.81,0.2146
530,NS,2,75000,False,True,vip_only,66071.81,20647.44,18397.44,2759.62,1671.02,4430.63,0.0,0.0,12396.0,16826.63,3820.81,0.8149
531,NS,2,75000,True,False,dtc_only,66071.81,20647.44,18397.44,2759.62,1671.02,4430.63,2126.07,0.0,0.0,6556.71,14090.73,0.3176
532,NS,2,75000,True,True,dtc_and_vip,66071.81,20647.44,18397.44,2759.62,1671.02,4430.63,2126.07,0.0,12396.0,18952.71,1694.73,0.9179
533,NS,2,100000,False,False,baseline,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,0.0,0.0,0.0,4354.28,16293.16,0.2109
534,NS,2,100000,False,True,vip_only,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,0.0,0.0,12396.0,16750.28,3897.16,0.8113
535,NS,2,100000,True,False,dtc_only,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,2126.07,0.0,0.0,6480.36,14167.08,0.3139
536,NS,2,100000,True,True,dtc_and_vip,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,2126.07,0.0,12396.0,18876.36,1771.08,0.9142
537,NS,2,150000,False,False,baseline,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,0.0,0.0,0.0,4354.28,16293.16,0.2109
538,NS,2,150000,False,True,vip_only,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,0.0,0.0,12396.0,16750.28,3897.16,0.8113
539,NS,2,150000,True,False,dtc_only,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,2126.07,0.0,0.0,6480.36,14167.08,0.3139
540,NS,2,150000,True,True,dtc_and_vip,66071.81,20647.44,17888.44,2683.27,1671.02,4354.28,2126.07,0.0,12396.0,18876.36,1771.08,0.9142
541,NS,3,25000,False,False,baseline,52811.56,22528.65,21778.65,3266.8,1914.34,5181.14,0.0,612.48,0.0,5793.62,16735.03,0.2572
542,NS,3,25000,False,True,vip_only,52811.56,22528.65,21778.65,3266.8,1914.34,5181.14,0.0,612.48,12396.0,18189.62,4339.03,0.8074
543,NS,3,25000,True,False,dtc_only,52811.56,22528.65,21778.65,3266.8,1914.34,5181.14,2126.07,612.48,0.0,7919.69,14608.96,0.3515
544,NS,3,25000,True,True,dtc_and_vip,52811.56,22528.65,21778.65,3266.8,1914.34,5181.14,2126.07,612.48,12396.0,20315.69,2212.96,0.9018
545,NS,3,50000,False,False,baseline,52811.56,22528.65,21028.65,3154.3,1848.42,5002.72,0.0,0.0,0.0,5002.72,17525.93,0.2221
546,NS,3,50000,False,True,vip_only,52811.56,22528.65,21028.65,3154.3,1848.42,5002.72,0.0,0.0,12396.0,17398.72,5129.93,0.7723
547,NS,3,50000,True,False,dtc_only,52811.56,22528.65,21028.65,3154.3,1848.42,5002.72,2126.07,0.0,0.0,7128.79,15399.86,0.3164
548,NS,3,50000,True,True,dtc_and_vip,52811.56,22528.65,21028.65,3154.3,1848.42,5002.72,2126.07,0.0,12396.0,19524.79,3003.86,0.8667
549,NS,3,75000,False,False,baseline,52811.56,22528.65,20278.65,3041.8,1836.38,4878.17,0.0,0.0,0.0,4878.17,17650.48,0.2165
550,NS,3,75000,False,True,vip_only,52811.56,22528.65,20278.65,3041.8,1836.38,4878.17,0.0,0.0,12396.0,17274.17,5254.48,0.7668
551,NS,3,75000,True,False,dtc_only,52811.56,22528.65,20278.65,3041.8,1836.38,4878.17,2126.07,0.0,0.0,7004.25,15524.4,0.3109
552,NS,3,75000,True,True,dtc_and_vip,52811.56,22528.65,20278.65,3041.8,1836.38,4878.17,2126.07,0.0,12396.0,19400.25,3128.4,0.8611
553,NS,3,100000,False,False,baseline,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,0.0,0.0,0.0,4801.82,17726.83,0.2131
554,NS,3,100000,False,True,vip_only,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,0.0,0.0,12396.0,17197.82,5330.83,0.7634
555,NS,3,100000,True,False,dtc_only,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,2126.07,0.0,0.0,6927.9,15600.75,0.3075
556,NS,3,100000,True,True,dtc_and_vip,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,2126.07,0.0,12396.0,19323.9,3204.75,0.8577
557,NS,3,150000,False,False,baseline,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,0.0,0.0,0.0,4801.82,17726.83,0.2131
558,NS,3,150000,False,True,vip_only,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,0.0,0.0,12396.0,17197.82,5330.83,0.7634
559,NS,3,150000,True,False,dtc_only,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,2126.07,0.0,0.0,6927.9,15600.75,0.3075
560,NS,3,150000,True,True,dtc_and_vip,52811.56,22528.65,19769.65,2965.45,1836.38,4801.82,2126.07,0.0,12396.0,19323.9,3204.75,0.8577
561,NS,4,25000,False,False,baseline,39551.32,24409.86,23659.86,3548.98,2079.7,5628.68,0.0,612.48,0.0,6241.16,18168.7,0.2557
562,NS,4,25000,False,True,vip_only,39551.32,24409.86,23659.86,3548.98,2079.7,5628.68,0.0,612.48,12396.0,18637.16,5772.7,0.7635
563,NS,4,25000,True,False,dtc_only,39551.32,24409.86,23659.86,3548.98,2079.7,5628.68,2126.07,612.48,0.0,8367.23,16042.63,0.3428
564,NS,4,25000,True,True,dtc_and_vip,39551.32,24409.86,23659.86,3548.98,2079.7,5628.68,2126.07,612.48,12396.0,20763.23,3646.63,0.8506
565,NS,4,50000,False,False,baseline,39551.32,24409.86,22909.86,3436.48,2013.78,5450.26,0.0,0.0,0.0,5450.26,18959.6,0.2233
566,NS,4,50000,False,True,vip_only,39551.32,24409.86,22909.86,3436.48,2013.78,5450.26,0.0,0.0,12396.0,17846.26,6563.6,0.7311
567,NS,4,50000,True,False,dtc_only,39551.32,24409.86,22909.86,3436.48,2013.78,5450.26,2126.07,0.0,0.0,7576.33,16833.53,0.3104
568,NS,4,50000,True,True,dtc_and_vip,39551.32,24409.86,22909.86,3436.48,2013.78,5450.26,2126.07,0.0,12396.0,19972.33,4437.53,0.8182
569,NS,4,75000,False,False,baseline,39551.32,24409.86,22159.86,3323.98,2001.73,5325.71,0.0,0.0,0.0,5325.71,19084.15,0.2182
570,NS,4,75000,False,True,vip_only,39551.32,24409.86,22159.86,3323.98,2001.73,5325.71,0.0,0.0,12396.0,17721.71,6688.15,0.726
571,NS,4,75000,True,False,dtc_only,39551.32,24409.86,22159.86,3323.98,2001.73,5325.71,2126.07,0.0,0.0,7451.79,16958.07,0.3053
572,NS,4,75000,True,True,dtc_and_vip,39551.32,24409.86,22159.86,3323.98,2001.73,5325.71,2126.07,0.0,12396.0,19847.79,4562.07,0.8131
573,NS,4,100000,False,False,baseline,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,0.0,0.0,0.0,5249.36,19160.5,0.2151
574,NS,4,100000,False,True,vip_only,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,0.0,0.0,12396.0,17645.36,6764.5,0.7229
575,NS,4,100000,True,False,dtc_only,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,2126.07,0.0,0.0,7375.44,17034.42,0.3022
576,NS,4,100000,True,True,dtc_and_vip,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,2126.07,0.0,12396.0,19771.44,4638.42,0.81
577,NS,4,150000,False,False,baseline,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,0.0,0.0,0.0,5249.36,19160.5,0.2151
578,NS,4,150000,False,True,vip_only,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,0.0,0.0,12396.0,17645.36,6764.5,0.7229
579,NS,4,150000,True,False,dtc_only,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,2126.07,0.0,0.0,7375.44,17034.42,0.3022
580,NS,4,150000,True,True,dtc_and_vip,39551.32,24409.86,21650.86,3247.63,2001.73,5249.36,2126.07,0.0,12396.0,19771.44,4638.42,0.81
581,NS,5,25000,False,False,baseline,26291.07,26291.07,25541.07,3831.16,2245.06,6076.22,0.0,0.0,0.0,6076.22,20214.85,0.2311
582,NS,5,25000,False,True,vip_only,26291.07,26291.07,25541.07,3831.16,2245.06,6076.22,0.0,0.0,12396.0,18472.22,7818.85,0.7026
583,NS,5,25000,True,False,dtc_only,26291.07,26291.07,25541.07,3831.16,2245.06,6076.22,2126.07,0.0,0.0,8202.3,18088.77,0.312
584,NS,5,25000,True,True,dtc_and_vip,26291.07,26291.07,25541.07,3831.16,2245.06,6076.22,2126.07,0.0,12396.0,20598.3,5692.77,0.7835
585,NS,5,50000,False,False,baseline,26291.07,26291.07,24791.07,3718.66,2179.14,5897.8,0.0,0.0,0.0,5897.8,20393.27,0.2243
586,NS,5,50000,False,True,vip_only,26291.07,26291.07,24791.07,3718.66,2179.14,5897.8,0.0,0.0,12396.0,18293.8,7997.27,0.6958
587,NS,5,50000,True,False,dtc_only,26291.07,26291.07,24791.07,3718.66,2179.14,5897.8,2126.07,0.0,0.0,8023.87,18267.2,0.3052
588,NS,5,50000,True,True,dtc_and_vip,26291.07,26291.07,24791.07,3718.66,2179.14,5897.8,2126.07,0.0,12396.0,20419.87,5871.2,0.7767
589,NS,5,75000,False,False,baseline,26291.07,26291.07,24041.07,3606.16,2167.09,5773.25,0.0,0.0,0.0,5773.25,20517.82,0.2196
590,NS,5,75000,False,True,vip_only,26291.07,26291.07,24041.07,3606.16,2167.09,5773.25,0.0,0.0,12396.0,18169.25,8121.82,0.6911
591,NS,5,75000,True,False,dtc_only,26291.07,26291.07,24041.07,3606.16,2167.09,5773.25,2126.07,0.0,0.0,7899.33,18391.74,0.3005
592,NS,5,75000,True,True,dtc_and_vip,26291.07,26291.07,24041.07,3606.16,2167.09,5773.25,2126.07,0.0,12396.0,20295.33,5995.74,0.7719
593,NS,5,100000,False,False,baseline,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,0.0,0.0,0.0,5696.9,20594.17,0.2167
594,NS,5,100000,False,True,vip_only,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,0.0,0.0,12396.0,18092.9,8198.17,0.6882
595,NS,5,100000,True,False,dtc_only,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,2126.07,0.0,0.0,7822.98,18468.09,0.2976
596,NS,5,100000,True,True,dtc_and_vip,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,2126.07,0.0,12396.0,20218.98,6072.09,0.769
597,NS,5,150000,False,False,baseline,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,0.0,0.0,0.0,5696.9,20594.17,0.2167
598,NS,5,150000,False,True,vip_only,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,0.0,0.0,12396.0,18092.9,8198.17,0.6882
599,NS,5,150000,True,False,dtc_only,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,2126.07,0.0,0.0,7822.98,18468.09,0.2976
600,NS,5,150000,True,True,dtc_and_vip,26291.07,26291.07,23532.07,3529.81,2167.09,5696.9,2126.07,0.0,12396.0,20218.98,6072.09,0.769
601,NT,1,25000,False,False,baseline,121702.58,63631.66,62881.66,9432.25,3710.02,13142.27,0.0,566.84,0.0,13709.11,49922.55,0.2154
602,NT,1,25000,False,True,vip_only,121702.58,63631.66,62881.66,9432.25,3710.02,13142.27,0.0,566.84,12396.0,26105.11,37526.55,0.4103
603,NT,1,25000,True,False,dtc_only,121702.58,63631.66,62881.66,9432.25,3710.02,13142.27,2316.24,566.84,0.0,16025.35,47606.31,0.2518
604,NT,1,25000,True,True,dtc_and_vip,121702.58,63631.66,62881.66,9432.25,3710.02,13142.27,2316.24,566.84,12396.0,28421.35,35210.31,0.4467
605,NT,1,50000,False,False,baseline,121702.58,63631.66,62131.66,9319.75,3665.77,12985.52,0.0,0.0,0.0,12985.52,50646.14,0.2041
606,NT,1,50000,False,True,vip_only,121702.58,63631.66,62131.66,9319.75,3665.77,12985.52,0.0,0.0,12396.0,25381.52,38250.14,0.3989
607,NT,1,50000,True,False,dtc_only,121702.58,63631.66,62131.66,9319.75,3665.77,12985.52,2316.24,0.0,0.0,15301.76,48329.9,0.2405
608,NT,1,50000,True,True,dtc_and_vip,121702.58,63631.66,62131.66,9319.75,3665.77,12985.52,2316.24,0.0,12396.0,27697.76,35933.9,0.4353
609,NT,1,75000,False,False,baseline,121702.58,63631.66,61381.66,9207.25,3621.52,12828.77,0.0,0.0,0.0,12828.77,50802.89,0.2016
610,NT,1,75000,False,True,vip_only,121702.58,63631.66,61381.66,9207.25,3621.52,12828.77,0.0,0.0,12396.0,25224.77,38406.89,0.3964
611,NT,1,75000,True,False,dtc_only,121702.58,63631.66,61381.66,9207.25,3621.52,12828.77,2316.24,0.0,0.0,15145.01,48486.65,0.238
612,NT,1,75000,True,True,dtc_and_vip,121702.58,63631.66,61381.66,9207.25,3621.52,12828.77,2316.24,0.0,12396.0,27541.01,36090.65,0.4328
613,NT,1,100000,False,False,baseline,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,0.0,0.0,0.0,12722.39,50909.27,0.1999
614,NT,1,100000,False,True,vip_only,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,0.0,0.0,12396.0,25118.39,38513.27,0.3947
615,NT,1,100000,True,False,dtc_only,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,2316.24,0.0,0.0,15038.63,48593.03,0.2363
616,NT,1,100000,True,True,dtc_and_vip,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,2316.24,0.0,12396.0,27434.63,36197.03,0.4311
617,NT,1,150000,False,False,baseline,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,0.0,0.0,0.0,12722.39,50909.27,0.1999
618,NT,1,150000,False,True,vip_only,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,0.0,0.0,12396.0,25118.39,38513.27,0.3947
619,NT,1,150000,True,False,dtc_only,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,2316.24,0.0,0.0,15038.63,48593.03,0.2363
620,NT,1,150000,True,True,dtc_and_vip,121702.58,63631.66,60872.66,9130.9,3591.49,12722.39,2316.24,0.0,12396.0,27434.63,36197.03,0.4311
621,NT,2,25000,False,False,baseline,101360.16,56529.41,55779.41,8366.91,3290.98,11657.9,0.0,566.84,0.0,12224.74,44304.67,0.2163
622,NT,2,25000,False,True,vip_only,101360.16,56529.41,55779.41,8366.91,3290.98,11657.9,0.0,566.84,12396.0,24620.74,31908.67,0.4355
623,NT,2,25000,True,False,dtc_only,101360.16,56529.41,55779.41,8366.91,3290.98,11657.9,2316.24,566.84,0.0,14540.98,41988.43,0.2572
624,NT,2,25000,True,True,dtc_and_vip,101360.16,56529.41,55779.41,8366.91,3290.98,11657.9,2316.24,566.84,12396.0,26936.98,29592.43,0.4765
625,NT,2,50000,False,False,baseline,101360.16,56529.41,55029.41,8254.41,3246.73,11501.15,0.0,0.0,0.0,11501.15,45028.26,0.2035
626,NT,2,50000,False,True,vip_only,101360.16,56529.41,55029.41,8254.41,3246.73,11501.15,0.0,0.0,12396.0,23897.15,32632.26,0.4227
627,NT,2,50000,True,False,dtc_only,101360.16,56529.41,55029.41,8254.41,3246.73,11501.15,2316.24,0.0,0.0,13817.39,42712.02,0.2444
628,NT,2,50000,True,True,dtc_and_vip,101360.16,56529.41,55029.41,8254.41,3246.73,11501.15,2316.24,0.0,12396.0,26213.39,30316.02,0.4637
629,NT,2,75000,False,False,baseline,101360.16,56529.41,54279.41,8141.91,3202.48,11344.4,0.0,0.0,0.0,11344.4,45185.01,0.2007
630,NT,2,75000,False,True,vip_only,101360.16,56529.41,54279.41,8141.91,3202.48,11344.4,0.0,0.0,12396.0,23740.4,32789.01,0.42
631,NT,2,75000,True,False,dtc_only,101360.16,56529.41,54279.41,8141.91,3202.48,11344.4,2316.24,0.0,0.0,13660.64,42868.77,0.2417
632,NT,2,75000,True,True,dtc_and_vip,101360.16,56529.41,54279.41,8141.91,3202.48,11344.4,2316.24,0.0,12396.0,26056.64,30472.77,0.4609
633,NT,2,100000,False,False,baseline,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,0.0,0.0,0.0,11238.01,45291.4,0.1988
634,NT,2,100000,False,True,vip_only,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,0.0,0.0,12396.0,23634.01,32895.4,0.4181
635,NT,2,100000,True,False,dtc_only,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,2316.24,0.0,0.0,13554.25,42975.16,0.2398
636,NT,2,100000,True,True,dtc_and_vip,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,2316.24,0.0,12396.0,25950.25,30579.16,0.4591
637,NT,2,150000,False,False,baseline,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,0.0,0.0,0.0,11238.01,45291.4,0.1988
638,NT,2,150000,False,True,vip_only,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,0.0,0.0,12396.0,23634.01,32895.4,0.4181
639,NT,2,150000,True,False,dtc_only,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,2316.24,0.0,0.0,13554.25,42975.16,0.2398
640,NT,2,150000,True,True,dtc_and_vip,101360.16,56529.41,53770.41,8065.56,3172.45,11238.01,2316.24,0.0,12396.0,25950.25,30579.16,0.4591
641,NT,3,25000,False,False,baseline,81017.74,49194.87,48444.87,7266.73,2858.25,10124.98,0.0,566.84,0.0,10691.82,38503.05,0.2173
642,NT,3,25000,False,True,vip_only,81017.74,49194.87,48444.87,7266.73,2858.25,10124.98,0.0,566.84,12396.0,23087.82,26107.05,0.4693
643,NT,3,25000,True,False,dtc_only,81017.74,49194.87,48444.87,7266.73,2858.25,10124.98,2316.24,566.84,0.0,13008.06,36186.81,0.2644
644,NT,3,25000,True,True,dtc_and_vip,81017.74,49194.87,48444.87,7266.73,2858.25,10124.98,2316.24,566.84,12396.0,25404.06,23790.81,0.5164
645,NT,3,50000,False,False,baseline,81017.74,49194.87,47694.87,7154.23,2814.0,9968.23,0.0,0.0,0.0,9968.23,39226.64,0.2026
646,NT,3,50000,False,True,vip_only,81017.74,49194.87,47694.87,7154.23,2814.0,9968.23,0.0,0.0,12396.0,22364.23,26830.64,0.4546
647,NT,3,50000,True,False,dtc_only,81017.74,49194.87,47694.87,7154.23,2814.0,9968.23,2316.24,0.0,0.0,12284.47,36910.4,0.2497
648,NT,3,50000,True,True,dtc_and_vip,81017.74,49194.87,47694.87,7154.23,2814.0,9968.23,2316.24,0.0,12396.0,24680.47,24514.4,0.5017
649,NT,3,75000,False,False,baseline,81017.74,49194.87,46944.87,7041.73,2769.75,9811.48,0.0,0.0,0.0,9811.48,39383.39,0.1994
650,NT,3,75000,False,True,vip_only,81017.74,49194.87,46944.87,7041.73,2769.75,9811.48,0.0,0.0,12396.0,22207.48,26987.39,0.4514
651,NT,3,75000,True,False,dtc_only,81017.74,49194.87,46944.87,7041.73,2769.75,9811.48,2316.24,0.0,0.0,12127.72,37067.15,0.2465
652,NT,3,75000,True,True,dtc_and_vip,81017.74,49194.87,46944.87,7041.73,2769.75,9811.48,2316.24,0.0,12396.0,24523.72,24671.15,0.4985
653,NT,3,100000,False,False,baseline,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,0.0,0.0,0.0,9705.1,39489.77,0.1973
654,NT,3,100000,False,True,vip_only,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,0.0,0.0,12396.0,22101.1,27093.77,0.4493
655,NT,3,100000,True,False,dtc_only,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,2316.24,0.0,0.0,12021.34,37173.53,0.2444
656,NT,3,100000,True,True,dtc_and_vip,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,2316.24,0.0,12396.0,24417.34,24777.53,0.4963
657,NT,3,150000,False,False,baseline,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,0.0,0.0,0.0,9705.1,39489.77,0.1973
658,NT,3,150000,False,True,vip_only,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,0.0,0.0,12396.0,22101.1,27093.77,0.4493
659,NT,3,150000,True,False,dtc_only,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,2316.24,0.0,0.0,12021.34,37173.53,0.2444
660,NT,3,150000,True,True,dtc_and_vip,81017.74,49194.87,46435.87,6965.38,2739.72,9705.1,2316.24,0.0,12396.0,24417.34,24777.53,0.4963
661,NT,4,25000,False,False,baseline,60675.32,42092.62,41342.62,6201.39,2439.21,8640.61,0.0,566.84,0.0,9207.45,32885.17,0.2187
662,NT,4,25000,False,True,vip_only,60675.32,42092.62,41342.62,6201.39,2439.21,8640.61,0.0,566.84,12396.0,21603.45,20489.17,0.5132
663,NT,4,25000,True,False,dtc_only,60675.32,42092.62,41342.62,6201.39,2439.21,8640.61,2316.24,566.84,0.0,11523.69,30568.93,0.2738
664,NT,4,25000,True,True,dtc_and_vip,60675.32,42092.62,41342.62,6201.39,2439.21,8640.61,2316.24,566.84,12396.0,23919.69,18172.93,0.5683
665,NT,4,50000,False,False,baseline,60675.32,42092.62,40592.62,6088.89,2394.96,8483.86,0.0,0.0,0.0,8483.86,33608.76,0.2016
666,NT,4,50000,False,True,vip_only,60675.32,42092.62,40592.62,6088.89,2394.96,8483.86,0.0,0.0,12396.0,20879.86,21212.76,0.496
667,NT,4,50000,True,False,dtc_only,60675.32,42092.62,40592.62,6088.89,2394.96,8483.86,2316.24,0.0,0.0,10800.1,31292.52,0.2566
668,NT,4,50000,True,True,dtc_and_vip,60675.32,42092.62,40592.62,6088.89,2394.96,8483.86,2316.24,0.0,12396.0,23196.1,18896.52,0.5511
669,NT,4,75000,False,False,baseline,60675.32,42092.62,39842.62,5976.39,2350.71,8327.11,0.0,0.0,0.0,8327.11,33765.51,0.1978
670,NT,4,75000,False,True,vip_only,60675.32,42092.62,39842.62,5976.39,2350.71,8327.11,0.0,0.0,12396.0,20723.11,21369.51,0.4923
671,NT,4,75000,True,False,dtc_only,60675.32,42092.62,39842.62,5976.39,2350.71,8327.11,2316.24,0.0,0.0,10643.35,31449.27,0.2529
672,NT,4,75000,True,True,dtc_and_vip,60675.32,42092.62,39842.62,5976.39,2350.71,8327.11,2316.24,0.0,12396.0,23039.35,19053.27,0.5473
673,NT,4,100000,False,False,baseline,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,0.0,0.0,0.0,8220.73,33871.89,0.1953
674,NT,4,100000,False,True,vip_only,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,0.0,0.0,12396.0,20616.73,21475.89,0.4898
675,NT,4,100000,True,False,dtc_only,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,2316.24,0.0,0.0,10536.97,31555.65,0.2503
676,NT,4,100000,True,True,dtc_and_vip,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,2316.24,0.0,12396.0,22932.97,19159.65,0.5448
677,NT,4,150000,False,False,baseline,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,0.0,0.0,0.0,8220.73,33871.89,0.1953
678,NT,4,150000,False,True,vip_only,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,0.0,0.0,12396.0,20616.73,21475.89,0.4898
679,NT,4,150000,True,False,dtc_only,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,2316.24,0.0,0.0,10536.97,31555.65,0.2503
680,NT,4,150000,True,True,dtc_and_vip,60675.32,42092.62,39333.62,5900.04,2320.68,8220.73,2316.24,0.0,12396.0,22932.97,19159.65,0.5448
681,NT,5,25000,False,False,baseline,40332.9,40332.9,39582.9,5937.43,2335.39,8272.83,0.0,0.0,0.0,8272.83,32060.07,0.2051
682,NT,5,25000,False,True,vip_only,40332.9,40332.9,39582.9,5937.43,2335.39,8272.83,0.0,0.0,12396.0,20668.83,19664.07,0.5125
683,NT,5,25000,True,False,dtc_only,40332.9,40332.9,39582.9,5937.43,2335.39,8272.83,2316.24,0.0,0.0,10589.07,29743.83,0.2625
684,NT,5,25000,True,True,dtc_and_vip,40332.9,40332.9,39582.9,5937.43,2335.39,8272.83,2316.24,0.0,12396.0,22985.07,17347.83,0.5699
685,NT,5,50000,False,False,baseline,40332.9,40332.9,38832.9,5824.93,2291.14,8116.08,0.0,0.0,0.0,8116.08,32216.82,0.2012
686,NT,5,50000,False,True,vip_only,40332.9,40332.9,38832.9,5824.93,2291.14,8116.08,0.0,0.0,12396.0,20512.08,19820.82,0.5086
687,NT,5,50000,True,False,dtc_only,40332.9,40332.9,38832.9,5824.93,2291.14,8116.08,2316.24,0.0,0.0,10432.32,29900.58,0.2587
688,NT,5,50000,True,True,dtc_and_vip,40332.9,40332.9,38832.9,5824.93,2291.14,8116.08,2316.24,0.0,12396.0,22828.32,17504.58,0.566
689,NT,5,75000,False,False,baseline,40332.9,40332.9,38082.9,5712.43,2246.89,7959.33,0.0,0.0,0.0,7959.33,32373.57,0.1973
690,NT,5,75000,False,True,vip_only,40332.9,40332.9,38082.9,5712.43,2246.89,7959.33,0.0,0.0,12396.0,20355.33,19977.57,0.5047
691,NT,5,75000,True,False,dtc_only,40332.9,40332.9,38082.9,5712.43,2246.89,7959.33,2316.24,0.0,0.0,10275.57,30057.33,0.2548
692,NT,5,75000,True,True,dtc_and_vip,40332.9,40332.9,38082.9,5712.43,2246.89,7959.33,2316.24,0.0,12396.0,22671.57,17661.33,0.5621
693,NT,5,100000,False,False,baseline,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,0.0,0.0,0.0,7852.94,32479.96,0.1947
694,NT,5,100000,False,True,vip_only,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,0.0,0.0,12396.0,20248.94,20083.96,0.502
695,NT,5,100000,True,False,dtc_only,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,2316.24,0.0,0.0,10169.18,30163.72,0.2521
696,NT,5,100000,True,True,dtc_and_vip,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,2316.24,0.0,12396.0,22565.18,17767.72,0.5595
697,NT,5,150000,False,False,baseline,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,0.0,0.0,0.0,7852.94,32479.96,0.1947
